komentar,noise,clean,normalized,label
Gokil... Episode yg pling gw suka... Next narsum psikolog anak bg... Walaupun gw masih jomblo 🌚tpi belajar sejak awal gpp kan😂,Clean,gokil episode yg pling gw suka next narsum psikolog anak bg walaupun gw masih jomblo tpi belajar sejak awal gpp kan,gokil episode yg pling saya suka next narsum psikolog anak bg walaupun saya masih jomblo tpi belajar sejak awal gpp kan,Normal
kalo kecanduan merokok bisa jadi gangguan jiwa ga ?,Clean,kalo kecanduan merokok bisa jadi gangguan jiwa ga,kalo kecanduan merokok bisa jadi gangguan jiwa tidak,Normal
"Asik bgt dengerin dokter ngomong, emg keliatan suka ngobrol.",Clean,asik bgt dengerin dokter ngomong emg keliatan suka ngobrol,asik banget dengerin dokter ngomong emg keliatan suka ngobrol,Normal
"common bang radit W
absolute cinema",Clean,"common bang radit w
absolute cinema",common bang radit w absolute cinema,Normal
dokternya sepertinya memang orangnya asik diajak buat curhat,Clean,dokternya sepertinya memang orangnya asik diajak buat curhat,dokternya sepertinya memang orangnya asik diajak buat curhat,Normal
Paling suka kalau narsumnya dokter😊,Clean,paling suka kalau narsumnya dokter,paling suka kalau narsumnya dokter,Normal
Daging sekali ini kontennya 👏👏👏 lucu banget lagi dokternya 😂,Clean,daging sekali ini kontennya  lucu banget lagi dokternya,daging sekali ini kontennya lucu banget lagi dokternya,Normal
Keren terima kasih pengetahuannya,Clean,keren terima kasih pengetahuannya,keren terima kasih pengetahuannya,Normal
Agak lawak lawak kakak ini bah,Clean,agak lawak lawak kakak ini bah,agak lawak lawak kakak ini bah,Normal
"Bantu jawab yah, dokter dr bandung praktek di RS kartini. Lucu yah bund hehe",Clean,bantu jawab yah dokter dr bandung praktek di rs kartini lucu yah bund hehe,bantu jawab yah dokter dr bandung praktek di rs kartini lucu yah bund hehe,Normal
Benar pisan... Lucu & enak. Jelas bnget ilmu nya,Clean,benar pisan lucu  enak jelas bnget ilmu nya,benar pisan lucu enak jelas bnget ilmu nya,Normal
"Orang normal ya pasti senang, klo ga ya berarti ada gangguan mental entah ditahap ringan atau berat.",Clean,orang normal ya pasti senang klo ga ya berarti ada gangguan mental entah ditahap ringan atau berat,orang normal ya pasti senang klo tidak ya berarti ada gangguan mental entah ditahap ringan atau berat,Normal
"kan emang kerjaannya menggali informasi dan mencari solusi yang tepat buat pasien, kalo ga asik diajak buat curhat jadi susah dong :D",Clean,kan emang kerjaannya menggali informasi dan mencari solusi yang tepat buat pasien kalo ga asik diajak buat curhat jadi susah dong d,kan emang kerjaannya menggali informasi dan mencari solusi yang tepat buat pasien kalo tidak asik diajak buat curhat jadi susah dong d,Normal
"Seru banget, hampir sejam ngga berasa. Terima kasih pengetahuan baru nya dokter dan bang dika",Clean,seru banget hampir sejam ngga berasa terima kasih pengetahuan baru nya dokter dan bang dika,seru banget hampir sejam tidak berasa terima kasih pengetahuan baru nya dokter dan bang dika,Normal
"Judulnya Yang lagi stress 😏, emang ada yang stress, cuma belum tidur 2 hari kok 😢",Clean,judulnya yang lagi stress  emang ada yang stress cuma belum tidur  hari kok,judulnya yang lagi stres emang ada yang stres cuma belum tidur hari kok,Stress
"thanks, this helps me a lot 👌",Clean,thanks this helps me a lot,thanks this helps me a lot,Normal
sumpah urang suka banget sama dokter ini suka liat di ig fun banget penyampaiannya,Clean,sumpah urang suka banget sama dokter ini suka liat di ig fun banget penyampaiannya,sumpah urang suka banget sama dokter ini suka liat di ig fun banget penyampaiannya,Normal
"Seru banget dokternya, jadi semangat dengerin nambah ilmu",Clean,seru banget dokternya jadi semangat dengerin nambah ilmu,seru banget dokternya jadi semangat dengerin nambah ilmu,Normal
Keren nih daging isi podcast nya 👍,Clean,keren nih daging isi podcast nya,keren nih daging isi podcast nya,Normal
"Sebagai alumni kena asam lambung parah, 2 minggu-an sakit muntah"" badan lemes, sampe hasil tensi 70/60 trs BB turun 3kg, bersyukur punya keluarga yg baik mau bantu ngerawat saat sakit..
Pokoknya kalo inget saat itu sebisa mungkin jgn sampai terulang 🥺

Dan ternyata selain mmg pola makan aku yg berantakan, penyabab utama itu ya stress berlebih, ya wajar sih udh di saat skripsian, stress jg karna tb² di tinggalkan Bapak ya siapa yg gak stress..😅 
jadi ya kata kakakku dinasehati, ""ini kamu apa stress karena byk pikiran mana lgi skripsian"" 
Sehat-sehat kita semua, sebisa mungkin jgn terlalu tinggi ekspetasi takutnya gak sesuai realita ya badan kita jg bisa sakit",Clean,"sebagai alumni kena asam lambung parah  mingguan sakit muntah badan lemes sampe hasil tensi  trs bb turun kg bersyukur punya keluarga yg baik mau bantu ngerawat saat sakit
pokoknya kalo inget saat itu sebisa mungkin jgn sampai terulang 

dan ternyata selain mmg pola makan aku yg berantakan penyabab utama itu ya stress berlebih ya wajar sih udh di saat skripsian stress jg karna tb di tinggalkan bapak ya siapa yg gak stress 
jadi ya kata kakakku dinasehati ini kamu apa stress karena byk pikiran mana lgi skripsian 
sehatsehat kita semua sebisa mungkin jgn terlalu tinggi ekspetasi takutnya gak sesuai realita ya badan kita jg bisa sakit",sebagai alumni kena asam lambung parah mingguan sakit muntah badan lemes sampe hasil tensi terus bb turun kg bersyukur punya keluarga yg baik mau bantu ngerawat saat sakit pokoknya kalo inget saat itu sebisa mungkin jgn sampai terulang dan ternyata selain mmg pola makan aku yg berantakan penyabab utama itu ya stres berlebih ya wajar sih sudah di saat skripsian stres jg karna tb di tinggalkan bapak ya siapa yg gak stres jadi ya kata kakakku dinasehati ini kamu apa stres karena byk pikiran mana lgi skripsian sehatsehat kita semua sebisa mungkin jgn terlalu tinggi ekspetasi takutnya gak sesuai realita ya badan kita jg bisa sakit,Stress
"Bettul, yg berobat itu korbannya orang manipulatif daripada si pelaku. Dan buanyak di dunia kerja... hahaha",Clean,bettul yg berobat itu korbannya orang manipulatif daripada si pelaku dan buanyak di dunia kerja hahaha,bettul yg berobat itu korbannya orang manipulatif daripada si pelaku dan buanyak di dunia kerja hahaha,Normal
seru banget dengar dokter nya ngomong,Clean,seru banget dengar dokter nya ngomong,seru banget dengar dokter nya ngomong,Normal
Dua manusia pavorite aku ❤,Clean,dua manusia pavorite aku,dua manusia pavorite aku,Normal
"Bang aku nungguin ngundang dr gigi, qna di ig kan dah lama 😭🤣",Clean,bang aku nungguin ngundang dr gigi qna di ig kan dah lama,bang aku nungguin ngundang dr gigi qna di ig kan dah lama,Normal
Asik banget sih . Emang keliatan sih jokes nya bang radit sama dokter gak cocok tapi flow nya enak aja .,Clean,asik banget sih  emang keliatan sih jokes nya bang radit sama dokter gak cocok tapi flow nya enak aja,asik banget sih emang keliatan sih jokes nya bang radit sama dokter gak cocok tapi flow nya enak aja,Normal
Obrolannya seru banget kk radit dan dok elv 🎉,Clean,obrolannya seru banget kk radit dan dok elv,obrolannya seru banget kk radit dan dok elv,Normal
Undang dr ryu hasan dong bang,Clean,undang dr ryu hasan dong bang,undang dr ryu hasan dong bang,Normal
"selalu suka dengan podcast Raditya Dika yang mengedukasi walaupun bahasannya cukup light, tetep banyak insight yang didapat🤩",Clean,selalu suka dengan podcast raditya dika yang mengedukasi walaupun bahasannya cukup light tetep banyak insight yang didapat,selalu suka dengan podcast raditya dika yang mengedukasi walaupun bahasannya cukup light tetep banyak insight yang didapat,Normal
makasih banyak bang radit,Clean,makasih banyak bang radit,makasih banyak bang radit,Normal
Pas bgt si bang abis putus cinta 3bulan lalu baru bisa move on sedikit2😅,Clean,pas bgt si bang abis putus cinta bulan lalu baru bisa move on sedikit,pas banget si bang abis putus cinta bulan lalu baru bisa move on sedikit,Normal
"Aku kena gerd,pasanganku seturunannya NPD😢 kluargaku baik tapi kk ku juga NPD & lebih parah dari yg satu turunan,sampe hampir bun** diri aku saking frustasinya.
Drama yg NPD buat ga masuk akal tapi herannya semua menyalahkan aku atas reaksiku😢",Clean,"aku kena gerdpasanganku seturunannya npd kluargaku baik tapi kk ku juga npd  lebih parah dari yg satu turunansampe hampir bun diri aku saking frustasinya
drama yg npd buat ga masuk akal tapi herannya semua menyalahkan aku atas reaksiku",aku kena gerdpasanganku seturunannya npd kluargaku baik tapi kk ku juga npd lebih parah dari yg satu turunansampe hampir bun diri aku saking frustasinya drama yg npd buat tidak masuk akal tapi herannya semua menyalahkan aku atas reaksiku,Normal
​ @wellbawhell6552 npd tuh emg setan bgt kk😢 aku aja capek bgttt gakuat😭,Noise,npd tuh emg setan bgt kk aku aja capek bgttt gakuat,npd tuh emg setan banget kk aku aja capek bgttt gakuat,Stress
 @beinyou  kakak sekarang bagaimana?,Noise,kakak sekarang bagaimana,kakak sekarang bagaimana,Normal
"Makin suka dg konten bang radit, karena makin ke sini makin banyak narasumber yg berwawasan, insightful. Lanjutkan bang 😊",Clean,makin suka dg konten bang radit karena makin ke sini makin banyak narasumber yg berwawasan insightful lanjutkan bang,makin suka dg konten bang radit karena makin ke sini makin banyak narasumber yg berwawasan insightful lanjutkan bang,Normal
"Karna gua liat radit nyatet, dan gua nyoba ikut nyatet juga. Niceeee banget!!",Clean,karna gua liat radit nyatet dan gua nyoba ikut nyatet juga niceeee banget,karna gua liat radit nyatet dan gua nyoba ikut nyatet juga niceeee banget,Normal
Undang DZAWIN NUR bisa lah ngobrol Dua jam 🎧🎧,Clean,undang dzawin nur bisa lah ngobrol dua jam,undang dzawin nur bisa lah ngobrol dua jam,Normal
"""mau ndak ngambil jiwa?""......busseeettt bu dokter serasa malaikat maut??? heheheheh",Clean,mau ndak ngambil jiwabusseeettt bu dokter serasa malaikat maut heheheheh,mau ndak ngambil jiwabusseeettt bu dokter serasa malaikat maut heheheheh,Normal
dok gamau open mic ? lucuu loh wkwkw,Clean,dok gamau open mic  lucuu loh wkwkw,dok gamau open mic lucuu loh wkwkw,Normal
bang undang dr aisah bang,Clean,bang undang dr aisah bang,bang undang dr aisah bang,Normal
Gw lg kena joker syndrom😢,Clean,gw lg kena joker syndrom,saya lg kena joker syndrom,Normal
Semoga cepet sembuh bang radit😊,Clean,semoga cepet sembuh bang radit,semoga cepet sembuh bang radit,Normal
"Bang Radit undang Bang Syaiha, Influencer Kesehatan yang kena polio. Tapi sekarang kontennya seru seru ttg kesehatan",Clean,bang radit undang bang syaiha influencer kesehatan yang kena polio tapi sekarang kontennya seru seru ttg kesehatan,bang radit undang bang syaiha influencer kesehatan yang kena polio tapi sekarang kontennya seru seru ttg kesehatan,Normal
"gila sih ini daging banget kontennya, jujur butuh banget yang kaya gini secara sadar maupun tidak. seenggaknya lumayan jadi bekal buat semua orang. thank you bang radit kontennya 🙏",Clean,gila sih ini daging banget kontennya jujur butuh banget yang kaya gini secara sadar maupun tidak seenggaknya lumayan jadi bekal buat semua orang thank you bang radit kontennya,gila sih ini daging banget kontennya jujur butuh banget yang kaya gini secara sadar maupun tidak seenggaknya lumayan jadi bekal buat semua orang thank you bang radit kontennya,Normal
Nunggu obrolan dengan anak anak Clash of Champions 😂,Clean,nunggu obrolan dengan anak anak clash of champions,nunggu obrolan dengan anak anak clash of champions,Normal
"Wah klo bicarain psikologi, boleh donk bang req dr Aisyah Dahlan seorang dr neuroparenting, dr rehab narkoba",Clean,wah klo bicarain psikologi boleh donk bang req dr aisyah dahlan seorang dr neuroparenting dr rehab narkoba,wah klo bicarain psikologi boleh donk bang req dr aisyah dahlan seorang dr neuroparenting dr rehab narkoba,Normal
"tau aja bang, lagi stress karna skripsian",Clean,tau aja bang lagi stress karna skripsian,tau aja bang lagi stres karna skripsian,Stress
Lu harusnya undang dokter andri atau dokter lahargo kembaren sih bg,Clean,lu harusnya undang dokter andri atau dokter lahargo kembaren sih bg,lu harusnya undang dokter andri atau dokter lahargo kembaren sih bg,Normal
"Giliran edukasi, yg nonton dikit, giliran yg viral2 ratusan ribu view ny",Clean,giliran edukasi yg nonton dikit giliran yg viral ratusan ribu view ny,giliran edukasi yg nonton dikit giliran yg viral ratusan ribu view ny,Normal
"dokternya seru, part 2 bang.",Clean,dokternya seru part  bang,dokternya seru part bang,Normal
Seneng banget kalo narsumnya dokter,Clean,seneng banget kalo narsumnya dokter,seneng banget kalo narsumnya dokter,Normal
"Cerita cintaku 
Cerita sebelku
Cerita sialku
Cerita apalagi ini😂",Clean,"cerita cintaku 
cerita sebelku
cerita sialku
cerita apalagi ini",cerita cintaku cerita sebelku cerita sialku cerita apalagi ini,Normal
"Iya lagi wkwkwkwk kayak jokes siswaku kalau nadanya berubah sama tanda bacanya berubah jadi beda arti.... ""Lets eat, grandma !"" ""Let's eat grandma""
wkwkwk",Clean,"iya lagi wkwkwkwk kayak jokes siswaku kalau nadanya berubah sama tanda bacanya berubah jadi beda arti lets eat grandma  lets eat grandma
wkwkwk",iya lagi wkwkwkwk kayak jokes siswaku kalau nadanya berubah sama tanda bacanya berubah jadi beda arti lets eat grandma lets eat grandma wkwkwk,Normal
Setujuu.. mau tau kepribadian bg Radit apa 😅,Clean,setujuu mau tau kepribadian bg radit apa,setujuu mau tau kepribadian bg radit apa,Normal
Klo kecanduan obat psikotropika boleh ke psikiater gk,Clean,klo kecanduan obat psikotropika boleh ke psikiater gk,klo kecanduan obat psikotropika boleh ke psikiater tidak,Normal
"Dokternya seru, durasi kurang lama yang ini bang",Clean,dokternya seru durasi kurang lama yang ini bang,dokternya seru durasi kurang lama yang ini bang,Normal
Ihhh psikiater favorit kuuu ❤❤,Clean,ihhh psikiater favorit kuuu,ihhh psikiater favorit kuuu,Normal
19:42 pantesan temen-temen gue yg suka musik tereak-tereak kayak lebih happy :3,Clean,pantesan tementemen gue yg suka musik tereaktereak kayak lebih happy,pantesan tementemen saya yg suka musik tereaktereak kayak lebih happy,Normal
HAde pisan dokter ieu 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,Clean,hade pisan dokter ieu,hade pisan dokter ieu,Normal
"Kok bisa kebetulan begini yaa... 
Q baru selesai nonton ""Daily Dose of Sunshine""
Trus denger podcast ini.. Kok nyambung yg baru Q tonton.. Bang radit.. Tlong tonton sma istri kalau ada waktu luang😊😊😊..",Clean,"kok bisa kebetulan begini yaa 
q baru selesai nonton daily dose of sunshine
trus denger podcast ini kok nyambung yg baru q tonton bang radit tlong tonton sma istri kalau ada waktu luang",kok bisa kebetulan begini yaa q baru selesai nonton daily dose of sunshine trus denger podcast ini kok nyambung yg baru q tonton bang radit tlong tonton sma istri kalau ada waktu luang,Normal
"Nah keren nih. Sering sering undang dokter. Undang dokter mata coba bang, bahas katarak, buta dll",Clean,nah keren nih sering sering undang dokter undang dokter mata coba bang bahas katarak buta dll,nah keren nih sering sering undang dokter undang dokter mata coba bang bahas katarak buta dll,Normal
Wah dokter orang soreang,Clean,wah dokter orang soreang,wah dokter orang soreang,Normal
Nah fave gw,Clean,nah fave gw,nah fave saya,Normal
lagiii dong yg topiknya kyk giniii.. kurang lamaaaa,Clean,lagiii dong yg topiknya kyk giniii kurang lamaaaa,lagiii dong yg topiknya kyk giniii kurang lamaaaa,Normal
"seru banget bintang tamunya, meskipun jokesnya saling ga ketemu tetep aja lucu dan isinya keren bangeett",Clean,seru banget bintang tamunya meskipun jokesnya saling ga ketemu tetep aja lucu dan isinya keren bangeett,seru banget bintang tamunya meskipun jokesnya saling tidak ketemu tetep aja lucu dan isinya keren bangeett,Normal
Kalau ada orang yg halu bisa bahasa hewan tapi banyak pengikutnya itu kasusnya gimna tuh bang?,Clean,kalau ada orang yg halu bisa bahasa hewan tapi banyak pengikutnya itu kasusnya gimna tuh bang,kalau ada orang yg halu bisa bahasa hewan tapi banyak pengikutnya itu kasusnya gimna tuh bang,Normal
Kalian klik ini lagi gabaik baik aja? Jangan lupa istirahat dan pinter pinter nenangin diri sendiri ya:),Clean,kalian klik ini lagi gabaik baik aja jangan lupa istirahat dan pinter pinter nenangin diri sendiri ya,kalian klik ini lagi gabaik baik aja jangan lupa istirahat dan pinter pinter nenangin diri sendiri ya,Normal
